0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.248595803726804032e-04,4.979556685845432773e-05,-2.696992386871952668e-02
1.258618561930235176e-03,1.927919092585632084e-04,-1.076107234897766829e-01
2.725603076319716225e-03,4.168156106126989259e-04,-2.414119927700350554e-01
4.660819166973099482e-03,7.123300462052171208e-04,-4.279162102748416685e-01
7.008225915812378928e-03,1.071632055344953760e-03,-6.667135545783952066e-01
9.719480608630249457e-03,1.487311989230142521e-03,-9.574365662056402160e-01
1.275262055776734196e-02,1.952876011522244621e-03,-1.299755561668303194e+00
1.607108277620708861e-02,2.462627175496824757e-03,-1.693374369187675033e+00
1.964289869027848259e-02,3.011561578304982733e-03,-2.138026492864626871e+00
2.343993579038976954e-02,3.595834851529301941e-03,-2.633471552220619571e+00
2.743754914830924541e-02,4.211464054003086557e-03,-3.179492513813458654e+00
3.161409915579034557e-02,4.854383388735806007e-03,-3.775892948788904580e+00
3.595035961406092828e-02,5.521604478783036056e-03,-4.422494343301877961e+00
4.042930364132867049e-02,6.210485296967890347e-03,-5.119134131378856090e+00
4.503596034480460836e-02,6.917986254295702651e-03,-5.865663712886743042e+00
4.975688068444186762e-02,7.642168745575154097e-03,-6.661947008214530896e+00
5.457996130840148119e-02,8.382012517655983500e-03,-7.507858965280203023e+00
5.949456484716233312e-02,9.135850536068306979e-03,-8.403284037945713436e+00
6.449120352804015022e-02,9.902197764430225452e-03,-9.348115155442876301e+00
6.956140601386409661e-02,1.067973269952973529e-02,-1.034225270350670378e+01
7.469760189883725698e-02,1.146727836458161578e-02,-1.138560362029165063e+01
7.653666597535865868e-02,1.502789782303861482e-02,-1.188043577757632363e+01
7.664171649692341770e-02,2.146325107064579740e-02,-1.180571094410205113e+01
7.828030391349637129e-02,2.807541301875873460e-02,-1.173775274512321509e+01
7.980707110178139607e-02,3.482931240376694465e-02,-1.167592546821625987e+01
8.125852288274698632e-02,4.172649640379556130e-02,-1.161963914285832011e+01
8.268378650240078287e-02,4.876814681252092387e-02,-1.156836255006003711e+01
8.412363071678782833e-02,5.595522986308765212e-02,-1.152161723175347063e+01
8.561135941416825323e-02,6.328856597762440306e-02,-1.147897197164412297e+01
8.717388979416927641e-02,7.076886159651585295e-02,-1.144003789518197678e+01
8.883271283016078157e-02,7.839670749902898084e-02,-1.140446411515781833e+01
9.060469824539832406e-02,8.617258591247514699e-02,-1.137193385669909418e+01
9.250278512426368671e-02,9.409688069790014819e-02,-1.134216100361711987e+01
9.453665857282370077e-02,1.021701850149264179e-01,-1.131485544241311736e+01
9.671311907674647046e-02,1.103961119166154831e-01,-1.128978646552875453e+01
9.903631108009332273e-02,1.187778511859493152e-01,-1.126677701204172166e+01
1.015083081271159759e-01,1.273153386045269009e-01,-1.124563533109954605e+01
1.041293282207935295e-01,1.360081344147532900e-01,-1.122618791102022406e+01
1.068929007460343583e-01,1.448212635093112932e-01,-1.120828062949940040e+01
1.098029753611576009e-01,1.533867902378288073e-01,-1.119177017350103220e+01
1.128631346490641951e-01,1.612685301153815587e-01,-1.117652452891400472e+01
1.160648598181001079e-01,1.684034695690832806e-01,-1.116242793741460382e+01
1.194039563259365611e-01,1.748682897505340617e-01,-1.114937476776344205e+01
1.228759931965725249e-01,1.807328630983355000e-01,-1.113726918071194305e+01
1.264762093292472744e-01,1.860597376308623097e-01,-1.112602429226263823e+01
1.301996154812478379e-01,1.909048386844938161e-01,-1.111556132467110736e+01
1.340410772138108109e-01,1.953180976216342124e-01,-1.110580884059846518e+01
1.379953802467139556e-01,1.993440603788164400e-01,-1.109670204840417895e+01
1.420572740008408941e-01,2.030223086039999736e-01,-1.108818218468126382e+01
1.462215169858161745e-01,2.063878702078240646e-01,-1.108019595367711396e+01
1.504829129972085067e-01,2.094714796906064214e-01,-1.107269502906925496e+01
1.548363154790125262e-01,2.122997392216169898e-01,-1.106563560923593492e+01
1.592766519795865421e-01,2.148952103463356855e-01,-1.105897801868666797e+01
1.637989408555251825e-01,2.172759530561862718e-01,-1.105268638968245476e+01
1.683983046705289921e-01,2.194549665102564218e-01,-1.104672838469329577e+01
1.730699967816517748e-01,2.214388778949228920e-01,-1.104107500784937557e+01
1.778094609741744381e-01,2.232255329436741709e-01,-1.103570053513002414e+01
1.826125616378681815e-01,2.247993144684153066e-01,-1.103058274478926393e+01
1.874755049240940386e-01,2.261229483205848545e-01,-1.102570503136737479e+01
1.923939071515639032e-01,2.271127559041362654e-01,-1.102108674714797942e+01
1.973461050765390468e-01,2.278712303872505451e-01,-1.101670848848957363e+01
2.023333015560073167e-01,2.285776300001048089e-01,-1.101252098966453552e+01
2.073735888956401985e-01,2.292738891884728847e-01,-1.100849239028839044e+01
2.124630516734740127e-01,2.299831839708611769e-01,-1.100458917560772498e+01
2.175984152721943121e-01,2.307047076771907845e-01,-1.100080038803477933e+01
2.227765239539294118e-01,2.314376757472998702e-01,-1.099711604024701117e+01
2.279944217868593581e-01,2.321813469569106725e-01,-1.099352702743546928e+01
2.332493427545639375e-01,2.329350219649012621e-01,-1.099002504830518667e+01
2.385387002603319151e-01,2.336980417098262486e-01,-1.098660253325109792e+01
2.438595491643490709e-01,2.344692062848951764e-01,-1.098325280839210727e+01
2.491961533546576402e-01,2.352331408242923083e-01,-1.097997543138029464e+01
2.545461561496242253e-01,2.359891706500844566e-01,-1.097676469370002295e+01
2.599219813523654388e-01,2.367525608403656667e-01,-1.097360910148509561e+01
2.653236168111299254e-01,2.375246513820394867e-01,-1.097050316081433685e+01
2.707494304136829899e-01,2.383050589684936327e-01,-1.096744248541355837e+01
2.761977005495131476e-01,2.390932236596750582e-01,-1.096442315059914385e+01
2.816668002459345455e-01,2.398885981379977328e-01,-1.096144158456846540e+01
2.871552130799684965e-01,2.406906689900791263e-01,-1.095849452877202346e+01
2.926615286662975213e-01,2.414989573319065719e-01,-1.095557900917232708e+01
2.981844359959528457e-01,2.423130169840818360e-01,-1.095269231098342644e+01
3.037227168687013368e-01,2.431324324444790741e-01,-1.094983195578215884e+01
3.092752396805452109e-01,2.439568169332340108e-01,-1.094699568067816209e+01
3.148409535828566308e-01,2.447858105408895757e-01,-1.094418141934420774e+01
3.204188829994843446e-01,2.456190784802404214e-01,-1.094138728473725308e+01
3.260081224844648129e-01,2.464563094382199171e-01,-1.093861155335743973e+01
3.316078319029410193e-01,2.472972140237730265e-01,-1.093585265090641201e+01
3.372172319186783618e-01,2.481415233081004368e-01,-1.093310913921879290e+01
3.428302101039786831e-01,2.489949535728911423e-01,-1.093038239642655363e+01
3.484417133294471780e-01,2.498635896168299453e-01,-1.092767342605980652e+01
3.540573529872529934e-01,2.507419053249060337e-01,-1.092497804231007308e+01
3.596817015986986665e-01,2.516227546534339776e-01,-1.092229266790104525e+01
3.653140694925763321e-01,2.525044205135480446e-01,-1.091961644114610053e+01
3.709538242559320409e-01,2.533864804815646465e-01,-1.091694858026725257e+01
3.766003967494793714e-01,2.542688215409373287e-01,-1.091428837205860169e+01
3.822532645828528031e-01,2.551514046426781590e-01,-1.091163516499165809e+01
3.879119456911154229e-01,2.560342089354090689e-01,-1.090898836363778202e+01
3.935759946480094640e-01,2.569172185431020661e-01,-1.090634742373935495e+01
3.992556105950447742e-01,2.577882520569884650e-01,-1.090371971648308858e+01
4.049554903630248059e-01,2.586445424577147323e-01,-1.090110838590151943e+01
4.106647448931327604e-01,2.595003185920183864e-01,-1.089850509897791042e+01
4.163772382169179109e-01,2.603597128953105688e-01,-1.089590531468314616e+01
4.220916314480973042e-01,2.612217192645548414e-01,-1.089330802494171913e+01
